"id","title","module_id","quiz","citations","images","seo","status","published_at"
212,"Asthma verstehen: Anzeichen, Auslöser und Einordnung im Alltag","vk_allergie_04_asthma",,,,,"in_review",
213,"Anaphylaxie: Warnzeichen und was im Notfall wichtig ist","vk_allergie_05_anaphylaxie",,,,,"in_review",
214,"Allergietests & Behandlung: Was Tests aussagen – und was nicht","vk_allergie_06_tests_therapieorientierung",,,,,"in_review",
215,"Chronische Atemwegserkrankungen verstehen: Asthma, COPD, chronische Bronchitis","vk_atem_01_basis",,,,,"in_review",
216,"Atemnot, Husten, pfeifende Atmung: Einordnen und Warnzeichen erkennen","vk_atem_02_symptome",,,,,"in_review",
217,"Diagnostik bei COPD/Asthma: Lungenfunktion, Peak-Flow, Spirometrie","vk_atem_03_diagnostik",,,,,"in_review",
218,"Auslöser & Risikofaktoren: Rauchen, Luftschadstoffe, Infekte, Allergien","vk_atem_04_ausloeser",,,,,"in_review",
219,"Leben mit COPD/Asthma: Bewegung, Atemtechniken, Inhalation, Exazerbationen vermeiden","vk_atem_05_alltag",,,,,"in_review",
220,"Diabetes verstehen: Formen und Unterschiede","vk_diabetes_01_formen",,,,,"in_review",
221,"Diabetes erkennen: Diagnostik und Bedeutung der Diagnose","vk_diabetes_02_diagnose",,,,,"in_review",
222,"Blutzucker & HbA1c: Werte verstehen und richtig einordnen","vk_diabetes_03_werte",,,,,"in_review",
223,"Diabetes im Alltag: Ernährung, Bewegung, Stress & Schlaf","vk_diabetes_04_alltag",,,,,"in_review",
224,"Diabetes & Medikamente: Was sie tun (ohne Therapieempfehlung)","vk_diabetes_05_medikamente",,,,,"in_review",
225,"Folgeerkrankungen bei Diabetes: Risiken verstehen","vk_diabetes_06_folgeerkrankungen",,,,,"in_review",
226,"Blutdruck verstehen: Werte, Messung und Einordnung","vk_herz_01_blutdruck",,,,,"in_review",
227,"Cholesterin & Blutfette: LDL, HDL, Triglyzeride richtig verstehen","vk_herz_02_cholesterin_lipide",,,,,"in_review",
228,"KHK, Angina & Herzinfarkt: Was es ist und woran man es erkennt","vk_herz_03_khk_herzinfarkt",,,,,"in_review",
229,"Schlaganfall & TIA: Warnzeichen verstehen und richtig reagieren","vk_herz_04_schlaganfall_tia",,,,,"in_review",
230,"Herzinsuffizienz: Was das Herz nicht mehr schafft – und was das im Alltag bedeutet","vk_herz_05_herzinsuffizienz",,,,,"in_review",
231,"Herzrhythmus & Vorhofflimmern: Was unregelmäßiger Puls bedeuten kann","vk_herz_06_rhythmus_vorhofflimmern",,,,,"in_review",
232,"Arteriosklerose & Gefäße: Wie Ablagerungen entstehen und warum das wichtig ist","vk_herz_07_arteriosklerose_gefaesse",,,,,"in_review",
233,"Herz-Untersuchungen verstehen: EKG, Echo, Belastungstest & Labor","vk_herz_08_untersuchungen",,,,,"in_review",
234,"Bluthochdruck verstehen: Was es ist, warum es oft unbemerkt bleibt, was Werte bedeuten","vk_hypertonie_01_basis",,,,,"in_review",
235,"Blutdruck richtig messen: Zuhause, Praxis, 24h-Messung – typische Fehler vermeiden","vk_hypertonie_02_messen",,,,,"in_review",
236,"Risiken & Folgeprobleme: Herz, Gehirn, Niere – warum Kontrolle wichtig ist","vk_hypertonie_03_risiko_folge",,,,,"in_review",
237,"Alltagshebel: Bewegung, Ernährung, Salz, Alkohol, Stress, Schlaf – was realistisch wirkt","vk_hypertonie_04_lebensstil",,,,,"in_review",
238,"Medikamente verstehen (ohne Empfehlung): Klassen, Wirkungsidee, Nebenwirkungen grob einordnen","vk_hypertonie_05_medikamente_orientierung",,,,,"in_review",
239,"Warnzeichen & Notfall: Wann rasch handeln sinnvoll ist (Orientierung, keine Diagnose)","vk_hypertonie_06_warnzeichen_notfall",,,,,"in_review",
240,"Kopfschmerzen verstehen: häufige Arten, Ursachen, Verlauf","vk_kopf_01_basis",,,,,"in_review",
241,"Migräne: Attacken, Aura, Auslöser, was wirklich hilft","vk_kopf_02_migraene",,,,,"in_review",
242,"Spannungskopfschmerz: Stress, Haltung, Muskelverspannung","vk_kopf_03_spannung",,,,,"in_review",
243,"Cluster-Kopfschmerzen: typische Zeichen & Abgrenzung","vk_kopf_04_cluster",,,,,"in_review",
244,"Wann Kopfschmerzen ein Warnsignal sind: Red Flags & Abklärung","vk_kopf_05_warnzeichen",,,,,"in_review",
245,"Akutmittel & Medikamentenübergebrauch: sicher anwenden, Overuse vermeiden","vk_kopf_06_medikamente",,,,,"in_review",
246,"Trigger erkennen: Kopfschmerz- & Migränetagebuch, Muster finden","vk_kopf_07a_trigger_tagebuch",,,,,"in_review",
247,"Prävention im Alltag: Schlaf, Stress, Rhythmus – was oft wirkt","vk_kopf_07b_schlaf_stress_rhythmus",,,,,"in_review",
248,"Trigger: Ernährung, Koffein, Alkohol – Einordnung ohne Dogma","vk_kopf_07c_ernaehrung_koffein_alkohol",,,,,"in_review",
249,"Depression & Angst verstehen: Begriffe, Häufigkeit, was Betroffene oft erleben","vk_psyche_01_basis",,,,,"in_review",
250,"Depression: Anzeichen einordnen und was (realistisch) helfen kann","vk_psyche_02_depression",,,,,"in_review",
251,"Angststörung & Panik: Symptome, Kreislauf verstehen, erste Orientierung","vk_psyche_03_angst_panik",,,,,"in_review",
252,"Stress & Burnout: Warnsignale, Belastungsfaktoren, Erholung realistisch planen","vk_psyche_04_stress_burnout",,,,,"in_review",
253,"Hilfe finden: Anlaufstellen, Gespräch, Behandlungsmöglichkeiten (ohne Empfehlung)","vk_psyche_05_hilfewege",,,,,"in_review",
254,"Rückenschmerzen verstehen: häufige Ursachen, Verlauf, Einordnung","vk_ruecken_01_basis",,,,,"in_review",
255,"Warnzeichen bei Rückenschmerzen: Wann dringend ärztlich abklären?","vk_ruecken_02_warnzeichen",,,,,"in_review",
256,"ISG, Bandscheibe, Ischias: Was steckt hinter ausstrahlenden Schmerzen?","vk_ruecken_03_isg_bandscheibe_ischias",,,,,"in_review",
257,"Akut vs. chronisch: Warum Rückenschmerzen manchmal bleiben – und was hilft","vk_ruecken_04_akut_vs_chronisch",,,,,"in_review",
258,"Selbsthilfe & Bewegung: Was im Alltag wirklich unterstützt (ohne Heilversprechen)","vk_ruecken_05_selbsthilfe_bewegung",,,,,"in_review",
259,"Diagnostik & Bildgebung: Wann sind MRT/CT/Röntgen sinnvoll?","vk_ruecken_06_diagnostik_bildgebung",,,,,"in_review",
